Id,Name,CardNumber,Color,Type,Subtypes,Cost,Inkable,Rarity,Strength,Willpower,LoreValue,MoveCost,SetNumber,SetName,Abilities,RulesText,FlavorText,Artist,Image,OwnedNumber
49,Yzma - Alchimiste,60,Amethyst,characters,"Dreamborn, Méchant, Mage",2,True,Common,2.0,2.0,1.0,,1,Premier Chapitre,,"T'ES VIRÉ Lorsque ce personnage est envoyé à l'aventure, regardez la première carte de votre pioche. Remettez-la soit sur le dessus de votre pioche, soit en dessous.","Quand je voudrai ton avis, je te dirai ce que tu dois me dire!",Hadjie Joos,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/60_7ffdb17008af37b7d90a1eb704a475df601c1870.jpg,0
50,Zeus - Dieu de la Foudre,61,Amethyst,characters,"Storyborn, Dieu",4,False,Rare,0.0,4.0,2.0,,1,Premier Chapitre,"Charge, Offensif","Charge (Ce personnage peut défier le tour où il est joué.) Offensif +4 (Lorsqu'il défie, ce personnage gagne +4.)",Un petit éclair peut résoudre bien des problèmes.,Koni,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/61_1979d797071e95d093474107c11af55b1cdb5897.jpg,0
1633,Emberlificotage,62,Amethyst,actions,,1,True,Uncommon,,,,,1,Premier Chapitre,,Renvoyez un personnage ou un objet coûtant 2 ou moins dans la main de son propriétaire.,Ne sois pas effrayé d'être stupéfait de temps en temps.,Kendall Hale,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/62_879e4c7c3be737a1829541d1561dd1f43c7061bc.jpg,0
1634,Gel,63,Amethyst,actions,,2,False,Common,,,,,1,Premier Chapitre,,Choisissez un personnage adverse et épuisez-le.,Je ne voudrais pas jeter un froid.,Cristian Romero,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/63_471cff66f35dedf992ec8e05770148fdf754b793.jpg,0
1635,Mes amis de l'au-delà,64,Amethyst,actions,Chanson,3,True,Common,,,,,1,Premier Chapitre,,(Vous pouvez un personnage coûtant 3 ou plus pour chanter cette chanson gratuitement.) Piochez 2 cartes.,"Les cartes, les cartes, les cartes me révèlent…",Amber Kommavongsa,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/64_e6be8a3aceae276bbb5f6fd48235f82cf02e1252.jpg,0
1636,Réflexion,65,Amethyst,actions,Chanson,1,True,Uncommon,,,,,1,Premier Chapitre,,"(Vous pouvez un personnage coûtant 1 ou plus pour chanter cette chanson gratuitement.) Regardez les 3 premières cartes de votre pioche. Remettez-les sur le dessus de votre pioche, dans l'ordre de votre choix.",Perdu dans ces réflexions où mon âme s'égare.,Kevin Hong,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/65_1db867702bbae129234956d7d88b6a8911bfc2ee.jpg,0
1487,Miroir magique,66,Amethyst,items,,2,False,Rare,,,,,1,Premier Chapitre,,"PARLE! , 4 – Piochez une carte.","Que veux-tu voir, ma Reine?",Andrew Trabbold,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/66_0b23814f6566c96177607a02c9dee85d2fc88d95.jpg,0
1488,Chaudron d'ursula,67,Amethyst,items,,2,False,Uncommon,,,,,1,Premier Chapitre,,SURVEILLANCE DES PROFONDEURS – Regardez les 2 premières cartes de votre pioche. Remettez-en une sur le dessus de votre pioche et l'autre en dessous.,Parfait pour préparer des potions et voler des voix.,Oleg Yurkov,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/67_8e61f4b4394cc89bdb8fcaaccd96f03cc7b7b7b7.jpg,0
1489,Montre à gousset,68,Amethyst,items,,3,True,Rare,,,,,1,Premier Chapitre,,"EN RETARD! , 1 – Choisissez un personnage, il gagne Charge pour le reste de ce tour. (Il peut défier le tour où il est joué.)",Si vous croyez que ça m'étonne. Votre horloge est détraquée. Elle retarde de deux jours. — Le Chapelier Fou,Kamil Murzyn,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/68_ae206fd0a4fad075ffb9f067c844558edf809b33.jpg,0
51,Aladdin - Prince Ali,69,Emerald,characters,"Storyborn, Héros, Prince",2,True,Common,2.0,2.0,1.0,,1,Premier Chapitre,"""Hors datteinte""","Hors d'atteinte (Les adversaires ne peuvent pas choisir ce personnage, hormis pour un défi.)",Fabuleusement riche. Pratiquement intouchable. Vraiment inauthentique.,Lauren Walsh,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/69_c04506c5c5cf6b794f7cbfc5a71c655383fddd35.jpg,0
52,La bête - Fléau des loups,70,Emerald,characters,"Dreamborn, Héros, Prince",5,False,Legendary,4.0,4.0,2.0,,1,Premier Chapitre,Charge,"Charge (Ce personnage peut défier le tour où il est joué.) RUGISSEMENT Lorsque vous jouez ce personnage, épuisez tous les personnages adverses ayant des jetons Dommage.",Je vous affronterai tous s'il le faut.,Jeff Murchie,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/70_bad0af1f76ff6f3a2ca924f6d2708f68487bf126.jpg,0
53,Chat du cheshire - N'a pas toujours toute sa tête,71,Emerald,characters,Storyborn,3,True,Uncommon,0.0,3.0,2.0,,1,Premier Chapitre,,"VOUS AVEZ PERDU QUELQUE CHOSE? Si ce personnage est défié et banni, bannissez le personnage qui l'a défié.",Vous avez peut-être remarqué que je n'ai pas toujours toute ma tête.,Caner Soylu,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/71_377a1def5eeec43fc709ce400b13f4fd581ab5d1.jpg,0
54,Cruella d'enfer - Cruelle Diablesse,72,Emerald,characters,"Storyborn, Méchant",2,True,Rare,1.0,3.0,1.0,,1,Premier Chapitre,,"VOUS LES REGRETTEREZ! Lorsque ce personnage est défié et banni, vous pouvez choisir un personnage que son propriétaire reprend en main.","Partout où elle va, elle ne sème que le malheur.",Nicholas Kole,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/72_51b86e4bac63dc4af3b81a7556da0b766cb2abc8.jpg,0
55,Le duc de weselton - Dignitaire opportuniste,73,Emerald,characters,"Storyborn, Méchant",1,True,Common,2.0,2.0,1.0,,1,Premier Chapitre,,,"De la sorcellerie. Je savais qu'il se passait des choses douteuses, par ici.",R. La Barbera / L. Giammichele,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/73_132d68b0e4b16091c59b318b6a66b5167db64195.jpg,0
56,Flynn rider - Charmant voleur,74,Emerald,characters,"Storyborn, Héros, Prince",2,True,Uncommon,1.0,2.0,2.0,,1,Premier Chapitre,,"LE GRAND JEU Chaque fois que ce personnage est défié, le joueur qui a lancé le défi choisit et défausse une de ses cartes.","Je ne souhaitais pas en arriver là, mais vous ne me laissez pas le choix.",Leonardo Giammichele,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/74_2447da867eb14b5c7bff7549b8886fdb0675a8f4.jpg,0
57,Génie - Fait le show,75,Emerald,characters,"Storyborn, Allié",6,False,Super,3.0,4.0,2.0,,1,Premier Chapitre,Insaisissable,"Insaisissable (Seuls les personnages avec Insaisissable peuvent défier ce personnage.) TU DISPARAIS Lorsque vous jouez ce personnage, choisissez un personnage et renvoyez-le dans la main de son propriétaire.","Et quand je dis abracadabra, on s'éclate et tu disparaîtras par magie.",Giulia Riva,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/75_7762b0c2aaa6e8e57d2d151b1c0aa831f52e1473.jpg,0
58,Génie - Déchaîne ses pouvoirs,76,Emerald,characters,"Floodborn, Héros",8,False,Rare,3.0,5.0,3.0,,1,Premier Chapitre,"Alter, Insaisissable","Alter 6 (Vous pouvez payer 6 pour jouer ce personnage sur l'un de vos personnages Génie.) Insaisissable (Seuls les personnages avec Insaisissable peuvent défier ce personnage.) POUVOIR COSMIQUE PHÉNOMÉNAL! Lorsque ce personnage est envoyé à l'aventure, vous pouvez jouer gratuitement une carte action coûtant 5 ou moins.",,Javier Salas,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/76_e50a152606285e5564687b67dccd0ac108e1b71d.jpg,0
59,Génie - À votre service,77,Emerald,characters,"Dreamborn, Allié",2,True,Common,2.0,3.0,1.0,,1,Premier Chapitre,,,Tu peux souhaiter à peu près n'importe quoi! Tu préfères la version courte ou tu veux que je te sorte le grand jeu?,Matt Chapman,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/77_e500010e8dc90a5d5b8653adacd3c540bf7636f4.jpg,0
60,Hans - Prince malfaisant,78,Emerald,characters,"Storyborn, Méchant, Prince",4,True,Rare,3.0,3.0,3.0,,1,Premier Chapitre,,,"Les règles sont comme de vieux frères et sœurs. Tout ce qu'ils font, c'est se mettre en travers de votre chemin.",Massimiliano Narciso,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/78_52d7a5a55928ff896b38df91bf4692f1fd51f495.jpg,0
61,Horace - Crapule bonne à rien,79,Emerald,characters,"Storyborn, Allié",3,True,Common,4.0,3.0,1.0,,1,Premier Chapitre,,,"C'est pas ici qu'ils sont, Jasper.",Isaiah Mesq,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/79_81112e7b673ba09f07b550fa0e890c99e74e434f.jpg,0
62,Iago - Perroquet braillard,80,Emerald,characters,"Storyborn, Allié",3,True,Rare,1.0,4.0,1.0,,1,Premier Chapitre,,"T'AS UN PROBLÈME? – Choisissez un personnage, il gagne Combattant durant son prochain tour. (Il ne peut pas être envoyé à l'aventure et doit défier à chaque tour s'il le peut.)",,Brian Weisz,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/80_15d0fd11dba1bfbf264bff160f5f6afada165448.jpg,0
63,Jasper - Petite frappe,81,Emerald,characters,"Storyborn, Allié",3,True,Uncommon,2.0,4.0,1.0,,1,Premier Chapitre,,"ENLÈVEMENT DE CHIOTS Lorsque ce personnage est envoyé à l'aventure, choisissez un personnage adverse qui ne pourra pas être envoyé à l'aventure durant son prochain tour.","J't'ai déjà dit qu'ça sert à rien d'penser, Horace.",Jochem Van Gool,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/81_34bc93aabbf4e1ec369729ea7ff31302ec3e0c87.jpg,0
64,John silver - Pirate extraterrestre,82,Emerald,characters,"Storyborn, Méchant, Alien, Pirate, Capitaine",6,True,Legendary,5.0,5.0,2.0,,1,Premier Chapitre,,"CHERCHEZ LA BAGARRE Lorsque vous jouez ce personnage ou qu'il est envoyé à l'aventure, choisissez un personnage adverse qui gagne Combattant durant son prochain tour. (Il ne peut pas être envoyé à l'aventure et doit défier à chaque tour s'il le peut.)","Surtout, te laisse pas impressionner par cette quincaillerie, l'ami.",Jared Nickerl,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/82_9aab6be75112a6e7e8bfbfa7f6d30be3b07693e0.jpg,0
65,Jumba jookiba - Scientifique dissident,83,Emerald,characters,"Dreamborn, Alien, Inventeur",5,True,Uncommon,4.0,5.0,2.0,,1,Premier Chapitre,,,"Créer un être, moi? Ha! Mais ce serait totalement irresponsable et contraire à l'éthique. Je ne pourrais jamais, jamais… enfin si… peut-être… pour essayer.",Milica Celikovic,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/83_0eda6c53ee933dd042b1b7bf5cd4cda466f7e93e.jpg,0
66,Kuzco - Empereur pourri gâté,84,Emerald,characters,"Storyborn, Roi",5,False,Rare,2.0,4.0,3.0,,1,Premier Chapitre,"""Hors datteinte""","Hors d'atteinte (Les adversaires ne peuvent pas choisir ce personnage, hormis pour un défi.) PAS TOUCHER! Si ce personnage est défié et banni, vous pouvez bannir le personnage qui l'a défié.","J'ai demandé des émeraudes et ça... c'est clairement du jade! C'est quoi votre problème, les gars?",Grace Tran,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/84_b1448704457c831cbad4132e74a1b22bc1fa6b7e.jpg,0
67,Madame de trémaine - Cruelle marâtre,85,Emerald,characters,"Dreamborn, Méchant",6,False,Rare,1.0,5.0,1.0,,1,Premier Chapitre,,"RECOMMENCE! Lorsque vous jouez ce personnage, vous pouvez reprendre en main une carte action de votre défausse.","Si tu as fini tes corvées, c'est que tu n'en avais pas assez à faire.",Leonardo Giammichele,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/85_8a942e757e97e75616074126740bd09c32f0c45d.jpg,0
68,Le chapelier fou - Hôte courtois,86,Emerald,characters,Storyborn,5,True,Uncommon,2.0,4.0,3.0,,1,Premier Chapitre,,"HEURE DU THÉ Chaque fois que ce personnage est défié, vous pouvez piocher une carte.",Le Chapelier Fou: Est-ce que vous désirez un peu plus de thé? Alice: Je n'en ai pas encore bu une goutte. Comment voulez-vous que j'en veuille un peu plus?,Rosa la Barbera,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/86_b1e3b07769258674c2f8c006bf8e311796a306da.jpg,0
69,Mégara - Tireuse de ficelles,87,Emerald,characters,"Dreamborn, Allié",2,True,Common,2.0,1.0,1.0,,1,Premier Chapitre,,"SUPER-MÂLE Lorsque vous jouez ce personnage, choisissez un personnage qui gagne +2 pour le reste de ce tour.",Un contrat est un contrat. Mais tomber amoureuse n'en faisait pas partie.,Aubrey Archer,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/87_d0272ff56684e723aeb975faab62b7b9dc5a1414.jpg,0
70,Mickey mouse - Bandit rusé,88,Emerald,characters,"Floodborn, Héros",7,False,Super,6.0,5.0,2.0,,1,Premier Chapitre,Alter,"Alter 5 (Vous pouvez payer 5 pour jouer ce personnage sur l'un de vos personnages Mickey Mouse.) MAUVAISE ORIENTATION Chaque fois que vous jouez une carte action, choisissez un personnage adverse. Il ne peut pas être envoyé à l'aventure durant son prochain tour.",Une souris verte... qui courait sur les toits...,Alex Accorsi / Kendall Hale,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/88_311523b76bde4cd5832cfcc5a8d9c44dddaf3959.jpg,0
71,Mickey mouse - Pilote de bateau à vapeur,89,Emerald,characters,"Storyborn, Héros, Capitaine",3,True,Common,3.0,4.0,1.0,,1,Premier Chapitre,,,"Sur les rivières, à travers les Terres d'Encres, le petit bateau à vapeur siffle en réponse à la joyeuse mélodie de son pilote.",Juan Diego Leon,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/89_4195136c882024f10f9e82b1fd22bcd17c9dfd79.jpg,0
72,Mère gothel - Manipulatrice égoïste,90,Emerald,characters,"Storyborn, Méchant",6,True,Super,3.0,6.0,2.0,,1,Premier Chapitre,,"ÉVITE LE DRAME, RESTE AVEC MOI Tant que ce personnage est épuisé, aucun personnage adverse ne peut être envoyé à l'aventure.",Parfait. C'est encore moi qui passe pour la méchante.,Javier Salas,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/90_72cd59cba32d7cdbeabbc6c600d3400cb568bac8.jpg,0
73,Peter pan - Toujours dans les airs,91,Emerald,characters,"Dreamborn, Héros",3,True,Common,3.0,2.0,1.0,,1,Premier Chapitre,Insaisissable,Insaisissable (Seuls les personnages avec Insaisissable peuvent défier ce personnage.),Quel est ton problème Crochet? Tu ne sais pas voler?,Koni,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/91_fd4eacc813812986c813b7e6cc06912869ac6264.jpg,0
74,Tamatoa - Petit crabe triste,92,Emerald,characters,Dreamborn,2,True,Uncommon,1.0,4.0,1.0,,1,Premier Chapitre,,,"Un jour, je deviendrai le crustacé le plus crabuleux que le monde ai jamais porté.",Jeff Murchie,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/92_52fefcc680640d46df9e5697aeb0af626efa9041.jpg,0
75,La fée clochette - La plus serviable,93,Emerald,characters,"Storyborn, Allié, Fée",4,True,Common,2.0,3.0,2.0,,1,Premier Chapitre,Insaisissable,"Insaisissable (Seuls les personnages avec Insaisissable peuvent défier ce personnage.) POUSSIÈRE DE FÉE Lorsque vous jouez ce personnage, choisissez un personnage qui gagne Insaisissable pour le reste de ce tour.",,Caner Soylu,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/93_1549985471c64b1578b698f36ad51f15ed4fe689.jpg,0
1637,Recommence !,94,Emerald,actions,,3,False,Rare,,,,,1,Premier Chapitre,,Reprenez en main une carte action de votre défausse.,"Et tu nettoieras le jardin, sans oublier la terrasse, les marches d'escalier, les cheminées, indépendamment bien sûr du lavage, repassage et couture habituels… — Madame de Trémaine",Ellie Horie,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/94_3fc28877452120201a6c759c37ae6c6a61cf1738.jpg,0
1638,N'écoute que moi,95,Emerald,actions,Chanson,3,False,Uncommon,,,,,1,Premier Chapitre,,(Vous pouvez une carte personnage coûtant 3 ou plus pour chanter cette chanson gratuitement.) Choisissez et renvoyez un personnage en jeu dans la main de son propriétaire.,"De toutes les manières, partout le mal guette sur Terre.",R. La Barbera / L. Giammichele,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/95_9bd597f3404e2e0ab2371f0f36c62af00af5d670.jpg,0
1639,Ruée,96,Emerald,actions,,1,False,Common,,,,,1,Premier Chapitre,,Choisissez un personnage ayant au moins un jeton Dommage et infligez-lui 2 dommages supplémentaires.,Une ruée d'animaux sauvages est comme une rivière en furie: il vaut mieux l'observer de loin.,Matt Chapman,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/96_4086b5b19b03970b2ca31480d97f5785fbb9dc89.jpg,0
1640,Voler aux riches,97,Emerald,actions,,5,False,Rare,,,,,1,Premier Chapitre,,"Chaque fois que l'un de vos personnages est envoyé à l'aventure durant ce tour, chaque adversaire perd 1 éclat de Lore.",Je me demande combien le Prince Jean a dépensé pour ces cadenas de luxe. — Petit Jean,Hedvig Häggman-Sund,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/97_76102bbb6c9e21cac72201235904ca24fec33df2.jpg,0
1641,Cruelle diablesse,98,Emerald,actions,Chanson,2,True,Common,,,,,1,Premier Chapitre,,(Vous pouvez un personnage coûtant 2 ou plus pour chanter cette chanson gratuitement.) Chaque adversaire choisit et défausse une carte de sa main.,"Elle semble une araignée guettant sa proie… Cruelle, Cruelle diablesse!",Giulia Riva,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/98_7907c5a4de47f8bccea3b68a7d57be5711e09f88.jpg,0
1642,La bête est à moi !,99,Emerald,actions,,3,True,Uncommon,,,,,1,Premier Chapitre,,"Choisissez un personnage, il gagne Combattant durant son prochain tour. (Il ne peut pas être envoyé à l'aventure et doit défier à chaque tour s'il le peut.)",Il est normal que le plus grand des chasseurs s'occupe de la bête la plus infâme! — Gaston,Matthew Robert Davies,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/99_b72c5d72799adc8197b05383e9bdbcd18fb8f1d5.jpg,0
1643,Trahison brutale,100,Emerald,actions,,1,True,Common,,,,,1,Premier Chapitre,,"Choisissez un personnage, il gagne +2 pour le reste de ce tour. S'il s'agit d'un personnage Méchant, il gagne +3 à la place.",Un véritable roi doit apposer sa griffe. — Scar,Michaela Martin,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/100_eb58d2d93828c12589148dd6c9f5a2522c9c2596.jpg,0
1490,Cartes du dr. facilier,101,Emerald,items,,2,False,Uncommon,,,,,1,Premier Chapitre,,DIVINATION – La prochaine carte action que vous jouez durant ce tour coûte 1 de moins.,Venez découvrir votre avenir avec moi! — Dr. Facilier,Koni,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/101_9f4590da368ddff54685dc7d9eb01da7f373bdcb.jpg,0
1491,Cimeterre volé,102,Emerald,items,,2,True,Common,,,,,1,Premier Chapitre,,"SLASH! – Choisissez un personnage, il gagne +1 pour le reste de ce tour. S'il s'agit d'un personnage Aladdin, il gagne +2 à la place.",Parfois tu dois prendre ce qui te tombe sous la main.,Kendall Hale,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/102_765fc2a69109f31bf932ba747d3254408c9e8ef0.jpg,0
76,Abu - Singe malicieux,103,Ruby,characters,"Storyborn, Allié",3,True,Common,3.0,2.0,2.0,,1,Premier Chapitre,,,"Tu verras, Abu, un jour, ça changera. On sera riches, on s'offrira un palais et on n'aura plus jamais de problèmes. — Aladdin",Oleg Yurkov,https://api.lorcana.ravensburger.com/images/fr/set1/cards/367x512/103_1d2d9a4837df35383cf58e585cddab256dcb2300.jpg,0
